s_no,station_name,state,district,address,latitude,longitude,owning_organisation
378,"Khammam railway station , Nizampet",Telangana,Khammam,"9, Station Rd, Braman Bazar, Nizampet, Khammam, Telangana 507001",17.25120935,80.1393722,Joule Point pvt Ltd
379,"Dornakal Railway Station, Telangana",Telangana,Mahabubabad,"Dornakal Railway Station,C5V3+R22,Dornakal, Telangana",17.44458341,80.15266623,Joule Point pvt Ltd
380,"Hyderabad Central Mall(C3), Punjagutta",Telangana,Hyderabad,"Hyderabad Central, Punjagutta, NO.6-3-673,674/1, G.S CENTER POINT PUNJAGUTTA CROSS, ROAD, Hyderabad, Telangana -",17.42677361,78.45306505,Joule Point pvt Ltd
381,"Jangaon Railway station, Telangana",Telangana,Jangoan,"near RAILWAY STATION, Jangaon, Telangana 506167",17.7242779,79.151783,Joule Point pvt Ltd
382,"Kothagudem Railway station, Laxmidevipally",Telangana,Bhadradri Kothagudem,"Yellandu Bypass Rd, Srinagar, Laxmidevipally, Telangana 507101",17.55217191,80.61437834,Joule Point pvt Ltd
383,"Madhira Railway Station, Madhira",Telangana,Khammam,"Madhira Railway Station, Madhira , Khammam, Telangana - 507203",16.92178338,80.36617912,Joule Point pvt Ltd
384,"Begumpet Railway station , Telangana",Telangana,Hyderabad,Begumpet Railway station Telangana 500001,17.43884223,78.45754903,Joule Point pvt Ltd
385,Warangal Railway station Warangal,Telangana,Warangal,"Warangal Railway station, Girmajipet, Warangal, Telangana 506002",17.97397306,79.60523274,Joule Point pvt Ltd
386,Jammikunta Railway station Telangana,Telangana,Karimnagar,"Railway Station Road, Jammikunta, Telangana 505122",18.28989137,79.47653398,Joule Point pvt Ltd
387,Mercure Hotel KCP-Hyderabad,Telangana,Hyderabad,"6-3-551, Banjara Hills Main Rd, Irram Manzil Colony, Punjagutta, Hyderabad, Telangana 500082",17.41759197,78.4564572,Joule Point pvt Ltd
388,"Max Shopping Mall, Vanasthalipuram",Telangana,Ranga Reddy,"P No 31/1, Max Building, Vanasthalipuram, Hyderabad, Telangana 500070, India",17.335897,78.56947,Joule Point pvt Ltd
389,"The Central Court Hotel(C3), Hyderabad",Telangana,Hyderabad,"6-1-71, Lakdikapul Rd, beside HDFC Bank, Saifabad, Khairtabad, Hyderabad, Telangana 500004",17.404397,78.465024,Joule Point pvt Ltd
390,"C1(2), 120 KW, Rajiv Gandhi International Airport",Telangana,Ranga Reddy,"Rajiv Gandhi International Airport, Shamshabad, Hyderabad, Telangana, 500409",17.24033358,78.429286,Joule Point pvt Ltd
391,"Kazipet Railway station, Warangal",Telangana,Hanumakonda,"Kazipet Railway station, Rahamatnagar, Warangal",17.97518301,79.51035697,Joule Point pvt Ltd
392,"The Central Court Hotel(C2), Hyderabad",Telangana,Hyderabad,"6-1-71, Lakdikapul Rd, beside HDFC Bank, Saifabad, Khairtabad, Hyderabad, Telangana 500004",17.4043904,78.46503376,Joule Point pvt Ltd
393,"Anutex Shopping Mall(C3), AS Rao Nagar",Telangana,Medchal Malkajgiri,"Dr. AS Rao Nagar Rd, Lakshmipuram Colony, Rukminipuri Colony, Kapra, Secunderabad, Telangana 500062",17.48134499,78.555532,Joule Point pvt Ltd
394,"Nampally Railway station, Hyderabad",Telangana,Hyderabad,"Red Hills, Lakdikapul, Hyderabad, Telangana 500457",17.3920152,78.46806195,Joule Point pvt Ltd
395,"Hotel DSR International, Shamshabad",Telangana,Ranga Reddy,"23-183/A/1, Road No- 8, Madhura Nagar Colony, Shamshabad",17.2598204,78.3835935,Joule Point pvt Ltd
396,"C1, 120 KW, Rajiv Gandhi International Airport, Hyderabad",Telangana,Ranga Reddy,"Rajiv Gandhi International Airport, Shamshabad, Hyderabad, Telangana, 500409",17.240333,78.429286,Joule Point pvt Ltd
397,JP30K062101 Kothapet DC 30 KW,Telangana,Ranga Reddy,"11-8-99, Narasimhapuri Colony, Kothapet, Hyderabad, Telangana 500035, India",17.363575,78.543142,Joule Point pvt Ltd
398,Vikarabad Railway station Telangana,Telangana,Vikarabad,"Vikarabad, Telangana",17.33716727,77.90903393,Joule Point pvt Ltd
399,"Jammikunta Railway Station, Telangana",Telangana,Karimnagar,"Jammikunta, Telangana",18.28985667,79.47639182,Joule Point pvt Ltd
400,"Tandur Railway Station, Telangana",Telangana,Vikarabad,"Tandur Railway Station, Telangana - 501141",17.2512561,77.58464254,Joule Point pvt Ltd
401,Karimnagar Railway station Telangana,Telangana,Karimnagar,Saraswathi Nagar Telangana,18.459566,79.14225362,Joule Point pvt Ltd
402,"kagaz Nagar, Telangana",Telangana,Kumuram Bheem Asifabad,"Shop No:1-2-56, Adilabad, opp. Rajkumar Lodge, Kagaznagar (M), Telangana 504296",19.346868,79.49029706,Joule Point pvt Ltd
403,"Mancherial Railway station, Telangana",Telangana,Mancherial,"Mancherial, Telangana",18.87886367,79.44899239,Joule Point pvt Ltd
404,"Hyderabad Central (C2), Punjagutta",Telangana,Hyderabad,"Central Mall, Punjagutta, Hyderabad, Telangana 500082",17.42674098,78.45312238,Joule Point pvt Ltd
405,Bellampalli Railway station Telangana,Telangana,Mancherial,"Railway Statiion Rd, Bellampalle, Telangana 504251",19.05177233,79.48561225,Joule Point pvt Ltd
406,"Peddapalli Railway Junction, Telangana",Telangana,Peddapalli,"Bus stand, Near, PDPL Railway station Rd, Kazipet, Pedapally, Telangana 505172",18.61353644,79.39194515,Joule Point pvt Ltd
407,Ahoy Resto,Telangana,Medchal Malkajgiri,"gundlapochampally road, Under Kompally Flyover, Sy no 35, Srinagar - Kanyakumari Hwy, Hyderabad, Telangana",17.5540123,78.4930073,Ather Energy Pvt Ltd
408,Almond House Banjara Hills,Telangana,Hyderabad,"8-2-350/3/1, Next to Meena Bazar, Rd Number 3, Panchavati Society Colony, AK Enclave, Green Valley, Banjara Hills,",17.4270191,78.4434192,Ather Energy Pvt Ltd
409,Almond House Kukatpally,Telangana,Medchal Malkajgiri,"490, JNTU - Hitech City Road, K P H B Phase 3, Kukatpally, Hyderabad, Telangana",17.485859,78.39042,Ather Energy Pvt Ltd
410,Almond House SD Road,Telangana,Hyderabad,"9-1-109/1B, Regimental Bazaar, Shivaji Nagar,",17.441011,78.503158,Ather Energy Pvt Ltd
411,"Ather Grid, Gachibowli",Telangana,Ranga Reddy,"Financial District, Nanakaramguda, Telangana",17.40954,78.3530846,Ather Energy Pvt Ltd
412,"Ather Grid, Road No. 36",Telangana,Hyderabad,"Jeep Jubilee Hills, Plot No, 240, Rd Number 36, next to Beyond Coffee, Jawahar Colony, Jubilee Hills, Hyderabad, Telangana",17.42979,78.412445,Ather Energy Pvt Ltd
413,Ather Space Hyderabad,Telangana,Ranga Reddy,"Plot no. 1 & 2, Survey No - 64P, Rohini Layout Opp Shilparamam, Hitech City, Madhapur",17.452666,78.380343,Ather Energy Pvt Ltd
414,Ather Space Nagole,Telangana,Medchal Malkajgiri,"Near Sunrise cars, Plot no.64/B, Mamatha Nagar, Nagole X Road, near Supraja Hospital, Hyderabad, Telangana",17.377497,78.5580849,Ather Energy Pvt Ltd
415,Ather Go,Telangana,Hyderabad,"160/1, Patny Center, Sardar Patel Rd, Hyderabad, Telangana",17.4435458,78.4798274,Ather Energy Pvt Ltd
416,Chai Kahani - Sainikpuri,Telangana,Medchal Malkajgiri,"colony, 1st Cross Vayupuri, Verka Residency, Vayupuri, Sainikpuri",17.486819,78.5431269,Ather Energy Pvt Ltd
417,Double Deck Restaurant,Telangana,Hyderabad,"Moosarambagh Rd, Sripuram Colony, Malakpet Extension, Old Malakpet, Hyderabad, Telangana",17.3766426,78.5145151,Ather Energy Pvt Ltd
418,DSL Virtue Mall,Telangana,Medchal Malkajgiri,"Near Rajiv Gandhi International Cricket Stadium, Survey Colony, Industrial Development Area, Uppal, Hyderabad, Telangana",17.3998101,78.5551167,Ather Energy Pvt Ltd
419,F3 Drive-in,Telangana,Sangareddy,"near Fusion International School, Ameenpur, Miyapur, Telangana",17.5173192,78.3188293,Ather Energy Pvt Ltd
420,Flip Side,Telangana,Ranga Reddy,"ISB Rd, Financial District, Nanakramguda, Hyderabad, Telangana",17.4139784,78.3275492,Ather Energy Pvt Ltd
421,Gravity Drive In,Telangana,Ranga Reddy,"Plot No.19, Kismatpur Rd, behind HP Petrol Bunk, Abhyudaya Nagar, Bandlaguda Jagir, Telangana",17.3587438,78.3876219,Ather Energy Pvt Ltd
422,"Heart Cup Coffee, Gachibowli",Telangana,Ranga Reddy,"Old Mumbai Hwy, next to HP Petrol Pump (Venkatadri Fuel Point, FCI Employees Cooperative Housing Society, Indira Nagar,",17.4453566,78.3556014,Ather Energy Pvt Ltd
423,Metro Adda,Telangana,Hyderabad,"Metro Station 6-1, 70, Lakdikapul Rd, near to Lakdikapul, Hyderabad, Telangana",17.404026,78.465186,Ather Energy Pvt Ltd
424,Narahari Silk House,Telangana,Hyderabad,"18-6-828, Lal Darwaza Rd, Balagunj, Lal Darwaza South, Lal Darwaza, Hyderabad, Telangana",17.34763,78.475397,Ather Energy Pvt Ltd
425,Narsingh Madeenaguda,Telangana,Ranga Reddy,"Plot no.186,Beside Triveni Public School, Mythri Nagar, Madeenaguda, Telangana",17.494073,78.347615,Ather Energy Pvt Ltd
426,Noma Talkies,Telangana,Medchal Malkajgiri,"3-4-99, Nacharam - Mallapur Rd, May Flower Hights, Vivekananda Nagar, Mallapur, Secunderabad, Telangana",17.447469,78.57175,Ather Energy Pvt Ltd
427,O'Rica | Tropical Kitchen,Telangana,Medchal Malkajgiri,"1-5-1115, 646, Lane No. 24, Panchsheel Enclave, Alwal, Hyderabad, Telangana",17.5137264,78.4899303,Ather Energy Pvt Ltd
428,Sarath City Capital Mall,Telangana,Ranga Reddy,"Capital Mall, GF-070 & 071, Sarath City, Gachibowli - Miyapur Rd, Forest Dept Colony, Kondapur, Hyderabad, Telangana",17.456842,78.364575,Ather Energy Pvt Ltd
429,"Swiss Castle, Vidyanagar",Telangana,Hyderabad,"2-1-565/F/4, Nallakunta Main Rd, Vidya Nagar, Adikmet, Hyderabad",17.400595,78.508078,Ather Energy Pvt Ltd
430,Taj Mahal Hotel,Telangana,Hyderabad,"5-9-502, Gun Foundry Street Number 1, Gun Foundry, Abids",17.3916834,78.4766724,Ather Energy Pvt Ltd
431,The Avenue Bar & Kitchen,Telangana,Ranga Reddy,"21st Avenue, Nagarjuna Sagar Ring Rd, Sathavahana Nagar, Bairamalguda, Telangana",17.343403,78.545447,Ather Energy Pvt Ltd
432,The Moonshine Project restaurant Jubilee Hills,Telangana,Hyderabad,"385, Road Number 82, Film Nagar, Jubilee Hills,",17.41419983,78.40769958,Ather Energy Pvt Ltd
433,Zozoz Pizzeria,Telangana,Ranga Reddy,"Rd Number 45, opposite Khazana, CBI Colony, Jubilee Hills, Hyderabad, Telangana",17.4306503,78.4020035,Ather Energy Pvt Ltd
434,"Sarrornagar Indoor Stadium, Sarrornagar (V & M), Ranga Reddy District",Telangana,Ranga Reddy,"Sarrornagar Indoor Stadium, Sarrornagar (V & M), Ranga Reddy District,",17.354811,78.545501,TGREDCO
435,Infront of Nagole RTA parking,Telangana,Medchal Malkajgiri,"Infront of Nagole RTA parking, Nagole, Uppal, Rangareddy",17.3697,78.557606,TGREDCO
436,"Infront of E-Seva Centre, Vanasthalipuram",Telangana,Ranga Reddy,"Infront of E-Seva Centre, Vanasthalipuram, Hayathnagar Rangareddy",17.328147,78.568734,TGREDCO
437,Opposite near TCS IIT parking,Telangana,Ranga Reddy,"Opposite near TCS IIT parking, Serilingampally, Rangareddy",17.450949,78.34648,TGREDCO
438,"GHMC Zonal Commissioner office, Serilingampally",Telangana,Ranga Reddy,"GHMC Zonal Commissioner office, Serilingampally, Rangareddy",17.469192,78.329564,TGREDCO
439,Durgam Cheruvu GHMC parking,Telangana,Ranga Reddy,"Durgam Cheruvu GHMC parking, Gachiboeli, Rangareddy",17.436861,78.38894,TGREDCO
440,"Opposite to Gachibowli Stadium, Gachibowli",Telangana,Ranga Reddy,"Opposite to Gachibowli Stadium, Gachibowli, Serilingampally, Ranga reddy",17.450949,78.34648,TGREDCO
441,"Mother Teresa Statue near clock tower, Secunderabad",Telangana,Hyderabad,"Mother Teresa Statue near clock tower, Secunderabad,",17.437424,78.504371,TGREDCO
442,"Old Passport office Secunderabad, Hyderabad",Telangana,Hyderabad,"Old Passport office Secunderabad, Hyderabad",17.439094,78.498864,TGREDCO
443,"Amberpet Police Station, opp to HP petrol bunk, Hyd",Telangana,Hyderabad,"Amberpet Police Station, opp to HP petrol bunk, Hyd, Amberpet, Hyderabad",17.387283,78.516633,TGREDCO
444,"HMDA Truck Parking,Beside IOCL petrol Bunk",Telangana,Ranga Reddy,"HMDA Truck Parking,Beside IOCL petrol Bunk, kothaguda, Abdullapurmet, Rangareddy",17.30509,78.7421,TGREDCO
445,Deloitee Meenakshi (Opposite to deloitte Office),Telangana,Ranga Reddy,"Deloitee Meenakshi (Opposite to deloitte Office),Gachibowli, Sherilingampally",17.431937,78.385439,TGREDCO
446,BHEL MIG Colony (Beside Bus Stop),Telangana,Ranga Reddy,"BHEL MIG Colony (Beside Bus Stop),MIG Colony, Patancheru, Sanga Reddy",17.486988,78.313281,TGREDCO
447,Hyderabad Central University (HCU) (Before HCU Bus Stop),Telangana,Ranga Reddy,"Hyderabad Central University (HCU) (Before HCU Bus Stop),Gachibowli, Sherilingampally",17.462518,78.335204,TGREDCO
448,Infront of Lingampally Railway Station,Telangana,Ranga Reddy,"Infront of Lingampally Railway Station,Sherilingampally, Ranga Reddy",17.483524,78.316069,TGREDCO
449,"Opposite DLF Building,Gachibowli",Telangana,Ranga Reddy,"Opposite DLF Building,Gachibowli,Gachibowli, Sherilingampally",17.447149,78.353132,TGREDCO
450,"7 Tombs Road, near Tol chowki circle",Telangana,Hyderabad,"7 Tombs Road, near Tol chowki circle,Bapu Nagar, Langer House, Golkonda",17.39363,78.40013,TGREDCO
451,"Imperial Hotel Opposite, Shaikpet",Telangana,Hyderabad,"Imperial Hotel Opposite, Shaikpet,Qutub Shahi Tomb Rd, Shaikpet",17.397212,78.420251,TGREDCO
452,Chanda Nagar GHMC Office compound inside,Telangana,Ranga Reddy,"Chanda Nagar GHMC Office compound inside,Gangaram, Chandanagar, Sherilingampally",17.494737,78.326127,TGREDCO
453,"Foot over bridge beside, near Allwin X road",Telangana,Ranga Reddy,"Foot over bridge beside, near Allwin X road,Chanda Nagar, Sherilingampally",17.494189,78.35012,TGREDCO
454,"Krishna Kanth Park, near yousufguda Basthi",Telangana,Hyderabad,"Krishna Kanth Park, near yousufguda Basthi,Yousufguda, Khairatabad, Hyderabad",17.441321,78.431895,TGREDCO
455,Infront of Rajeev Nagar Colony Park,Telangana,Medchal Malkajgiri,"Infront of Rajeev Nagar Colony Park,Rajeev Nagar, Borabanda, Khairatabad, Hyderabad",17.448998,78.425138,TGREDCO
456,"Infront of IT Park, Sanathnagar",Telangana,Medchal Malkajgiri,"Infront of IT Park, Sanathnagar,Sanathnagar, Balanagar, Hyderabad",17.456725,78.442931,TGREDCO
457,LB Stadium near CCS,Telangana,Hyderabad,"LB Stadium near CCS,Band Colony, Adarsh Nagar, Nampally, Hyderabad",17.399266,78.471027,TGREDCO
458,"Esamiya Bazar, near Chadarghat Bridge",Telangana,Hyderabad,"Esamiya Bazar, near Chadarghat Bridge,Koti, Khairatabad, Hyderabad",17.381872,78.491532,TGREDCO
459,"Vivek Vardhini Educational Society High School, Infront of OU Medical College metro station",Telangana,Hyderabad,"Vivek Vardhini Educational Society High School, Infront of OU Medical College metro station,Jambagh, Koti, Nampally,",17.383116,78.479159,TGREDCO
460,Gymkhana Substation,Telangana,Hyderabad,"Gymkhana substation, P&T Colony, Karkhana, Hyderabad",17.453163,78.495609,TGREDCO
461,Maredpally Substation,Telangana,Hyderabad,"Maredpally Substation, E Maredpally Road, Mahatms Gandhi Nagar, West Maredpally, Hyderabad",17.453991,78.512142,TGREDCO
462,Hakimpet Substation,Telangana,Medchal Malkajgiri,"Hakimpet Substation, Hakimpet, Hyderabad",17.526755,78.514643,TGREDCO
463,HMT Substation,Telangana,Medchal Malkajgiri,"HMT Substation, TSSPDCL, HMT Colony",17.500351,78.451606,TGREDCO
464,Bowenpally Substation,Telangana,Hyderabad,"Bowenpally Substation, Pension Lane, Bowenpally, Hyderabad",17.461805,78.467627,TGREDCO
465,R.P Nilayam Substation,Telangana,Medchal Malkajgiri,"RP Nilayam Substation, Lotukunta, Alwal, Hyderabad",17.496348,78.514643,TGREDCO
466,Allwyn Substation,Telangana,Medchal Malkajgiri,"Alwyn Substation, Czech Colony, Sanathnagar, Hyderabad",17.456729,78.436202,TGREDCO
467,ADE Santhoshnagar &Santoshnagar Substation,Telangana,Hyderabad,"ADE Santhoshnagar Substation, Zohra Nagar, Santhoshnagar",17.347217,78.500456,TGREDCO
468,Uppal Sub Station,Telangana,Medchal Malkajgiri,"Uppal Substation, TSSPDCL, Beerappagadda, Uppal",17.401756,78.562226,TGREDCO
469,Fever Hospital 132 KV Sub Station,Telangana,Hyderabad,"Fever Hospital Substation, Hyderabad",17.396409,78.499364,TGREDCO
470,Moulali Sub Station,Telangana,Medchal Malkajgiri,"Moulaali Substation, TSSPDCL, APIIC Colony, Moulaali",17.454898,78.559057,TGREDCO
471,Ibrahim Bagh Substation,Telangana,Ranga Reddy,"Ibrahimbagh Substation, Ibrahimbagh",17.38531,78.34393,TGREDCO
472,Malaysian Township Substation,Telangana,Medchal Malkajgiri,"Malaysian Township Substation, TSSPDCL, Kukatpally",17.480683,78.389335,TGREDCO
473,Saroornagar circle office backside,Telangana,Ranga Reddy,"Saroornagar Circle Office backside, Gayatri Nagar, Saroornagar",17.35861,78.536296,TGREDCO
474,Telephone colony,Telangana,Ranga Reddy,"Telephone Colony, Kothapet-RK Puram road, Mrgadarshi Colony, Kothapet",17.36627,78.543617,TGREDCO
475,ZPHS School Back side Opp. Federal Bank,Telangana,Ranga Reddy,"ZPHS School Back side Opp. Federal Bank, Saroornagar road, SBH Colony, L.B Nagar",17.347105,78.549137,TGREDCO
476,Rocktown Colony park,Telangana,Ranga Reddy,"Rocktown Colony Park, Rocktown Colony, Mansoorbad, L.B Nagar",17.359948,78.560541,TGREDCO
477,"Vijay garden colony park, bandlaguda",Telangana,Medchal Malkajgiri,"Vijay garden colony park,Vijay garden colony, bandlaguda, Nagole",17.372452,78.567906,TGREDCO
478,"Sachivalaya nagar kaman, Opp water tank",Telangana,Ranga Reddy,"Sachivalaya nagar kaman, Opp water tank, NGO Colony Road, Schivalaya Colony, Vanasthalipuram",17.328966,78.56917,TGREDCO
479,"Videhi nagar Busstop, Behind Community hall",Telangana,Ranga Reddy,"Videhi nagar Busstop, Behind Community hall, Vanasthalipuram",17.321072,78.572296,TGREDCO
480,Sachivalaya nagar colony park,Telangana,Ranga Reddy,"Sachivalaya nagar colony park, NGO Colony, Vanasthalipuram",17.324976,78.571389,TGREDCO
481,Sachivalaya nagar colony community hall,Telangana,Ranga Reddy,"Sachivalaya nagar colony community hall, Sachivalaya Colony, Vanasthalipuram",17.328757,78.572246,TGREDCO
482,Vivekananda nagar colony park,Telangana,Ranga Reddy,"Vivekananda nagar colony park, NGO Colony Road, Sachivalaya Colony, Vnasthalipuram",17.328853,78.571375,TGREDCO
483,Cherlapally Bus stop Beside,Telangana,Medchal Malkajgiri,"Cherlapally Bus stop Beside, Cherlapally -Rampally-Ghatkesar Road, Cherlapally",17.463289,78.611843,TGREDCO
484,"GHMC Theme park, Beside GHMC Dumping yard, Mallapur X Road",Telangana,Medchal Malkajgiri,"GHMC Theme park, Beside GHMC Dumping yard, Mallapur X Road",17.445355,78.574288,TGREDCO
485,"Nacharam to mallapur road, opp lepakshi furniture showroom",Telangana,Medchal Malkajgiri,"Nacharam to mallapur road, opp lepakshi furniture showroom,IDA Nacharam",17.439627,78.56145,TGREDCO
486,"Habsiguda to uppal main rd, opp. Uppal Stadium ,metro pillar C929",Telangana,Medchal Malkajgiri,"Habsiguda to uppal main rd, opp. Uppal Stadium ,metro pillar C929",17.410035,78.551203,TGREDCO
487,"Uppal to nagole service Rd, Beside GHMC Dumping yard,Metro pillar no . : C819",Telangana,Medchal Malkajgiri,"Uppal to nagole service Rd, Beside GHMC Dumping yard,Metro pillar no . : C819",17.387666,78.558873,TGREDCO
488,"Uppal to NGRI Main Rd , Beside Shell petrol Pump",Telangana,Medchal Malkajgiri,"Uppal to NGRI Main Rd , Beside Shell petrol Pump,Hubsiguda",17.411157,78.550258,TGREDCO
489,GSI Compound Wall,Telangana,Medchal Malkajgiri,"GSI Compound Wall, GSI Road, Bandlaguda, Thyagaraya Nagar",17.364752,78.570258,TGREDCO
490,GHMC Circle Office,Telangana,Medchal Malkajgiri,"GHMC Circle Office, Kapra, ECIL Main Road, Moulaali",17.470095,78.566355,TGREDCO
491,GHMC A.S Rao Nagar Colony Park,Telangana,Medchal Malkajgiri,"GHMC A.S Rao Nagar Colony Park, AS Rao Nagar",17.48018,78.555667,TGREDCO
492,Sainikpuri GHMC Shopping Complex,Telangana,Medchal Malkajgiri,"Sainikpuri GHMC Shopping Complex, As Rao Nagar Road, Sainikpuri",17.483913,78.549755,TGREDCO
493,Mallapur to Nacharam Road Opp. Johnson Grammar School,Telangana,Medchal Malkajgiri,"Mallapur to Nacharam Road, Opp. Johnson Grammar School, Nacharam",17.436517,78.555327,TGREDCO
494,"TSIIC IALA TSIIC – II, Near 220/132 KV SS Jeedimetla",Telangana,Medchal Malkajgiri,"TSIIC IALA TSIIC – II, Near 220/132 KV SS Jeedimetla",17.522686,78.443376,TGREDCO
495,TSIIC IALA office of the Commissioneer,Telangana,Medchal Malkajgiri,"TSIIC IALA office of the Commissioneer, Cherlapally",17.471291,78.597205,TGREDCO
496,"TSIIC, IALA TSIIC-II Phase V Industrial Area, Jeedimetla",Telangana,Medchal Malkajgiri,"TSIIC, IALA TSIIC-II Phase V Industrial Area, Jeedimetla",17.523957,78.452365,TGREDCO
497,TSIIC IALA Opp SBI SME Branch,Telangana,Medchal Malkajgiri,"TSIIC IALA Opp SBI SME Branch, Kusahaiguda",17.475985,78.572084,TGREDCO
498,"TSIIC IALA Office of the Commissioner, Nacharam",Telangana,Medchal Malkajgiri,"TSIIC IALA Office of the Commissioner, Nacharam",17.42619,78.561433,TGREDCO
499,TSIIC IALA E City,Telangana,Ranga Reddy,"Sy No. 114/1, TSIIC IALA E City",17.19599,78.491582,TGREDCO
500,TSIIC IALA E City Near Admin Building,Telangana,Ranga Reddy,"Sy No. 114/1, TSIIC IALA E City Near Admin Building",17.203614,78.49028,TGREDCO
501,"TSIIC IP Hardware park, Zonal Office",Telangana,Ranga Reddy,"TSIIC Sy No.1/1, TSIIC IP Hardware park, Zonal Office Opp",17.25103,78.474803,TGREDCO
502,", TSIIC Plastic Park Mankhal",Telangana,Ranga Reddy,"TSIIC Sy No. 193, TSIIC Plastic Park Mankhal",17.16581,78.474755,TGREDCO
503,"Wipro Circle, Nanakramguda",Telangana,Ranga Reddy,"Wipro Circle, Nanakramguda, Serilingampally",17.425633,78.339334,TGREDCO
504,"Opp. To T-Works, HKC Raidurg",Telangana,Sangareddy,"Opp. To T-Works, HKC Raidurg, Serilingampally",17.434174,78.278,TGREDCO
505,"HKC Raidurg, Serilingampally",Telangana,Ranga Reddy,"Near IOCL, HKC Raidurg, Serilingampally",17.436541,78.374863,TGREDCO
506,"Ramiji Film City Parking, Near Exit Gate",Telangana,Ranga Reddy,"Ramiji Film City Parking, Near Exit Gate, Anajpur Hyderabad, Ranga Reddy",17.310173,78.683082,TGREDCO
507,"Basheerbagh Road, Hyderabad",Telangana,Hyderabad,"Basheerbagh Road, Hyderabad",17.404833,78.476712,TGREDCO
508,"Gunfoundry, Hyderabad",Telangana,Hyderabad,"Gunfoundry, Hyderabad",17.395958,78.475026,TGREDCO
509,"Indira park, Hyderabad",Telangana,Hyderabad,"Indira park, Hyderabad",17.411606,78.485028,TGREDCO
510,"KBR Park Gate No.1, Hyderabad",Telangana,Hyderabad,"KBR Park Gate No.1, Hyderabad",17.423482,78.424411,TGREDCO
511,"KBR Park Gate No.3, Hyderabad",Telangana,Hyderabad,"KBR Park Gate No.3, Hyderabad",17.425592,78.418813,TGREDCO
512,"KBR Park Gate No.6, Hyderabad",Telangana,Hyderabad,"KBR Park Gate No.6, Hyderabad",17.42015,78.412218,TGREDCO
513,"Tank Bund Road, Near VST Bridge",Telangana,Hyderabad,"Tank Bund Road, Near VST Bridge",17.411769,78.48208,TGREDCO
514,"Nanakramguda, Hyderabad",Telangana,Ranga Reddy,"Nanakramguda, Hyderabad",17.417537,78.367299,TGREDCO
